hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
67,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,47,45,22,17,NA,NA,NA,NA,NA,NA,NA
62,36,34,6,2,NA,NA,NA,NA,NA,NA,NA
38,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,43,14,7,NA,NA,NA,NA,NA,NA,NA,NA
40,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,47,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,41,16,13,NA,NA,NA,NA,NA,NA,NA,NA
45,41,13,11,NA,NA,NA,NA,NA,NA,NA,NA
43,39,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,51,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,38,14,11,NA,NA,NA,NA,NA,NA,NA,NA
54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,41,10,6,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,37,11,10,3,2,NA,NA,NA,NA,NA,NA
38,36,7,3,1,NA,NA,NA,NA,NA,NA,NA
66,64,35,24,0,NA,NA,NA,NA,NA,NA,NA
46,43,20,18,16,NA,NA,NA,NA,NA,NA,NA
66,54,25,17,NA,NA,NA,NA,NA,NA,NA,NA
53,47,25,22,NA,NA,NA,NA,NA,NA,NA,NA
32,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,39,10,8,7,NA,NA,NA,NA,NA,NA,NA
87,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,43,21,19,17,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,62,27,22,14,NA,NA,NA,NA,NA,NA,NA
40,39,15,12,7,NA,NA,NA,NA,NA,NA,NA
39,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,38,10,10,NA,NA,NA,NA,NA,NA,NA,NA
33,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,58,35,18,14,NA,NA,NA,NA,NA,NA,NA
38,37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,40,6,5,0,NA,NA,NA,NA,NA,NA,NA
36,30,3,2,0,NA,NA,NA,NA,NA,NA,NA
40,37,3,1,NA,NA,NA,NA,NA,NA,NA,NA
35,35,8,5,NA,NA,NA,NA,NA,NA,NA,NA
55,51,26,24,19,NA,NA,NA,NA,NA,NA,NA
53,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,31,3,0,NA,NA,NA,NA,NA,NA,NA,NA
24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,48,18,15,NA,NA,NA,NA,NA,NA,NA,NA
44,36,4,4,NA,NA,NA,NA,NA,NA,NA,NA
62,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,42,7,3,NA,NA,NA,NA,NA,NA,NA,NA
54,51,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,36,26,23,1,NA,NA,NA,NA,NA,NA,NA
45,41,40,16,NA,NA,NA,NA,NA,NA,NA,NA
33,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,42,20,18,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,29,2,0,NA,NA,NA,NA,NA,NA,NA,NA
35,32,2,0,NA,NA,NA,NA,NA,NA,NA,NA
39,37,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,40,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,53,26,26,NA,NA,NA,NA,NA,NA,NA,NA
62,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,45,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,52,28,26,NA,NA,NA,NA,NA,NA,NA,NA
36,34,6,3,NA,NA,NA,NA,NA,NA,NA,NA
42,38,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,54,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,55,18,13,9,NA,NA,NA,NA,NA,NA,NA
42,37,10,8,NA,NA,NA,NA,NA,NA,NA,NA
45,42,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,51,26,25,23,21,NA,NA,NA,NA,NA,NA
39,27,15,12,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,42,14,11,NA,NA,NA,NA,NA,NA,NA,NA
41,38,13,9,NA,NA,NA,NA,NA,NA,NA,NA
27,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,39,10,9,8,7,6,5,4,4,0,NA
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,40,5,2,NA,NA,NA,NA,NA,NA,NA,NA
34,34,3,0,NA,NA,NA,NA,NA,NA,NA,NA
60,58,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,38,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,53,25,22,NA,NA,NA,NA,NA,NA,NA,NA
51,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,33,6,4,NA,NA,NA,NA,NA,NA,NA,NA
27,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,24,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,39,14,12,NA,NA,NA,NA,NA,NA,NA,NA
63,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,38,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,68,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,61,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,42,18,15,NA,NA,NA,NA,NA,NA,NA,NA
55,53,23,22,NA,NA,NA,NA,NA,NA,NA,NA
70,43,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,39,19,15,13,NA,NA,NA,NA,NA,NA,NA
68,65,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,14,12,5,NA,NA,NA,NA,NA,NA,NA,NA
69,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,57,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,40,16,13,13,NA,NA,NA,NA,NA,NA,NA
36,33,8,6,NA,NA,NA,NA,NA,NA,NA,NA
46,19,17,14,11,NA,NA,NA,NA,NA,NA,NA
82,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,42,16,13,9,NA,NA,NA,NA,NA,NA,NA
70,49,38,25,3,NA,NA,NA,NA,NA,NA,NA
48,46,19,14,NA,NA,NA,NA,NA,NA,NA,NA
62,57,24,24,NA,NA,NA,NA,NA,NA,NA,NA
52,49,18,16,NA,NA,NA,NA,NA,NA,NA,NA
85,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,41,12,7,3,NA,NA,NA,NA,NA,NA,NA
65,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,54,32,25,NA,NA,NA,NA,NA,NA,NA,NA
43,42,15,12,NA,NA,NA,NA,NA,NA,NA,NA
75,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,45,19,17,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,21,19,16,11,NA,NA,NA,NA,NA,NA
31,28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,58,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,39,7,5,NA,NA,NA,NA,NA,NA,NA,NA
64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,29,2,0,NA,NA,NA,NA,NA,NA,NA,NA
45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,49,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,37,5,2,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,45,15,13,NA,NA,NA,NA,NA,NA,NA,NA
41,40,15,10,NA,NA,NA,NA,NA,NA,NA,NA
66,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,61,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,35,10,8,6,4,NA,NA,NA,NA,NA,NA
73,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,15,11,NA,NA,NA,NA,NA,NA,NA,NA
54,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,60,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,52,33,23,NA,NA,NA,NA,NA,NA,NA,NA
37,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,42,15,14,NA,NA,NA,NA,NA,NA,NA,NA
61,56,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,48,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,42,15,13,NA,NA,NA,NA,NA,NA,NA,NA
59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,44,17,14,NA,NA,NA,NA,NA,NA,NA,NA
59,56,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,38,8,5,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,51,25,23,NA,NA,NA,NA,NA,NA,NA,NA
70,65,44,42,35,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,29,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,70,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,55,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,60,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,46,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,54,28,22,19,NA,NA,NA,NA,NA,NA,NA
69,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,31,4,2,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,52,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,36,9,8,NA,NA,NA,NA,NA,NA,NA,NA
42,42,10,10,7,2,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,38,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,48,11,9,NA,NA,NA,NA,NA,NA,NA,NA
60,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,46,21,19,NA,NA,NA,NA,NA,NA,NA,NA
55,55,29,23,NA,NA,NA,NA,NA,NA,NA,NA
76,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,52,21,19,18,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,46,19,17,14,13,NA,NA,NA,NA,NA,NA
60,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,34,8,6,NA,NA,NA,NA,NA,NA,NA,NA
59,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,33,4,3,3,NA,NA,NA,NA,NA,NA,NA
45,40,11,8,3,NA,NA,NA,NA,NA,NA,NA
61,60,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,39,11,10,8,NA,NA,NA,NA,NA,NA,NA
48,43,17,12,8,8,6,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,45,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,44,14,7,NA,NA,NA,NA,NA,NA,NA,NA
35,31,7,6,1,NA,NA,NA,NA,NA,NA,NA
53,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,33,6,4,2,NA,NA,NA,NA,NA,NA,NA
53,48,32,26,NA,NA,NA,NA,NA,NA,NA,NA
48,45,20,11,NA,NA,NA,NA,NA,NA,NA,NA
60,58,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,61,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,37,12,9,NA,NA,NA,NA,NA,NA,NA,NA
46,45,9,6,3,NA,NA,NA,NA,NA,NA,NA
48,45,18,15,NA,NA,NA,NA,NA,NA,NA,NA
66,62,34,28,NA,NA,NA,NA,NA,NA,NA,NA
53,52,29,27,NA,NA,NA,NA,NA,NA,NA,NA
73,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,18,16,12,NA,NA,NA,NA,NA,NA,NA,NA
60,53,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,35,8,6,NA,NA,NA,NA,NA,NA,NA,NA
72,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,46,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,32,7,5,NA,NA,NA,NA,NA,NA,NA,NA
71,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,73,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,56,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,56,26,24,NA,NA,NA,NA,NA,NA,NA,NA
77,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,35,8,6,3,NA,NA,NA,NA,NA,NA,NA
57,56,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,41,13,11,6,NA,NA,NA,NA,NA,NA,NA
46,45,21,19,NA,NA,NA,NA,NA,NA,NA,NA
67,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,53,32,28,22,NA,NA,NA,NA,NA,NA,NA
44,43,18,16,NA,NA,NA,NA,NA,NA,NA,NA
32,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,49,22,20,NA,NA,NA,NA,NA,NA,NA,NA
42,39,15,14,NA,NA,NA,NA,NA,NA,NA,NA
36,33,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,46,20,18,15,NA,NA,NA,NA,NA,NA,NA
47,45,17,15,NA,NA,NA,NA,NA,NA,NA,NA
48,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,46,25,20,20,10,NA,NA,NA,NA,NA,NA
66,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,24,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,16,14,11,NA,NA,NA,NA,NA,NA,NA
62,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,48,22,18,NA,NA,NA,NA,NA,NA,NA,NA
46,39,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,30,4,3,NA,NA,NA,NA,NA,NA,NA,NA
64,59,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,46,14,14,NA,NA,NA,NA,NA,NA,NA,NA
78,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,34,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,40,17,13,NA,NA,NA,NA,NA,NA,NA,NA
52,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,38,19,15,NA,NA,NA,NA,NA,NA,NA,NA
47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,38,15,12,NA,NA,NA,NA,NA,NA,NA,NA
34,34,6,4,0,NA,NA,NA,NA,NA,NA,NA
55,52,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,38,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,28,5,2,NA,NA,NA,NA,NA,NA,NA,NA
54,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,39,18,16,NA,NA,NA,NA,NA,NA,NA,NA
78,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,39,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,33,13,8,NA,NA,NA,NA,NA,NA,NA,NA
51,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,17,15,14,NA,NA,NA,NA,NA,NA,NA
58,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,44,11,9,6,NA,NA,NA,NA,NA,NA,NA
30,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,40,12,9,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,73,48,11,NA,NA,NA,NA,NA,NA,NA,NA
66,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,46,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,52,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,49,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,43,13,13,11,NA,NA,NA,NA,NA,NA,NA
52,44,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,48,19,15,NA,NA,NA,NA,NA,NA,NA,NA
38,36,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,44,23,21,NA,NA,NA,NA,NA,NA,NA,NA
44,40,17,15,14,12,10,NA,NA,NA,NA,NA
45,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,28,3,0,NA,NA,NA,NA,NA,NA,NA,NA
42,39,13,11,NA,NA,NA,NA,NA,NA,NA,NA
51,50,24,21,NA,NA,NA,NA,NA,NA,NA,NA
45,44,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,33,8,1,NA,NA,NA,NA,NA,NA,NA,NA
52,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,45,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
