Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/14          google::protobuf::internal::ExtensionSet::ExtensionSet() [298]
                                   1             google::protobuf::internal::InitSCCImpl(google::protobuf::internal::SCCInfoBase*) <cycle 6> [248]
-----------------------------------------------
                                   1             protobuf_google_2fprotobuf_2fdescriptor_2eproto::InitDefaultsEnumValueOptions() <cycle 6> [421]
[453]    0.0    0.00    0.00       1         google::protobuf::EnumValueOptions::EnumValueOptions() <cycle 6> [453]
                0.00    0.00       1/14          google::protobuf::internal::ExtensionSet::ExtensionSet() [298]
                                   1             google::protobuf::internal::InitSCCImpl(google::protobuf::internal::SCCInfoBase*) <cycle 6> [248]
-----------------------------------------------
                                   1             protobuf_google_2fprotobuf_2fdescriptor_2eproto::InitDefaultsUninterpretedOption() <cycle 6> [426]
[454]    0.0    0.00    0.00       1         google::protobuf::UninterpretedOption::UninterpretedOption() <cycle 6> [454]
                                   1             google::protobuf::internal::InitSCCImpl(google::protobuf::internal::SCCInfoBase*) <cycle 6> [248]
-----------------------------------------------
                                   1             protobuf_google_2fprotobuf_2fdescriptor_2eproto::InitDefaultsExtensionRangeOptions() <cycle 6> [429]
[455]    0.0    0.00    0.00       1         google::protobuf::ExtensionRangeOptions::ExtensionRangeOptions() <cycle 6> [455]
                0.00    0.00       1/14          google::protobuf::internal::ExtensionSet::ExtensionSet() [298]
                                   1             google::protobuf::internal::InitSCCImpl(google::protobuf::internal::SCCInfoBase*) <cycle 6> [248]
-----------------------------------------------
                                   1             protobuf_google_2fprotobuf_2fdescriptor_2eproto::InitDefaultsSourceCodeInfo_Location() <cycle 6> [432]
[456]    0.0    0.00    0.00       1         google::protobuf::SourceCodeInfo_Location::SourceCodeInfo_Location() <cycle 6> [456]
                                   1             google::protobuf::internal::InitSCCImpl(google::protobuf::internal::SCCInfoBase*) <cycle 6> [248]
-----------------------------------------------
                0.00    0.00       1/1           google::protobuf::DescriptorPool::InternalAddGeneratedFile(void const*, int) [381]
[457]    0.0    0.00    0.00       1         google::protobuf::EncodedDescriptorDatabase::EncodedDescriptorDatabase() [457]
-----------------------------------------------
                                   1             protobuf_google_2fprotobuf_2fdescriptor_2eproto::InitDefaultsGeneratedCodeInfo_Annotation() <cycle 6> [434]
[458]    0.0    0.00    0.00       1         google::protobuf::GeneratedCodeInfo_Annotation::GeneratedCodeInfo_Annotation() <cycle 6> [458]
                                   1             google::protobuf::internal::InitSCCImpl(google::protobuf::internal::SCCInfoBase*) <cycle 6> [248]
-----------------------------------------------
                0.00    0.00       1/1           google::protobuf::FileDescriptorProto::MergePartialFromCodedStream(google::protobuf::io::CodedInputStream*) [384]
[459]    0.0    0.00    0.00       1         google::protobuf::FileOptions* google::protobuf::Arena::CreateMaybeMessage<google::protobuf::FileOptions>(google::protobuf::Arena*) [459]
                0.00    0.00       1/58          google::protobuf::FileOptions::FileOptions() <cycle 6> [378]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [4928]
[460]    0.0    0.00    0.00       1         google::protobuf::internal::OnShutdown(void (*)()) [460]
-----------------------------------------------
                0.00    0.00       1/1           std::_Sp_counted_ptr_inplace<spdlog::pattern_formatter, std::allocator<spdlog::pattern_formatter>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [482]
[461]    0.0    0.00    0.00       1         spdlog::details::full_formatter::~full_formatter() [461]
-----------------------------------------------
                0.00    0.00       1/1           stride::Sim::Create(boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::shared_ptr<stride::Population>, stride::util::RnMan&) [18]
[462]    0.0    0.00    0.00       1         stride::SimBuilder::SimBuilder(boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [462]
-----------------------------------------------
                0.00    0.00       1/1           stride::SimBuilder::Build(std::shared_ptr<stride::Sim>, std::shared_ptr<stride::Population>) [19]
[463]    0.0    0.00    0.00       1         stride::HealthSeeder::Seed(std::shared_ptr<stride::Population> const&, std::vector<stride::ContactHandler, std::allocator<stride::ContactHandler> >&) [463]
-----------------------------------------------
                0.00    0.00       1/1           stride::SimBuilder::Build(std::shared_ptr<stride::Sim>, std::shared_ptr<stride::Population>) [19]
[464]    0.0    0.00    0.00       1         stride::SurveySeeder::SurveySeeder(boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, stride::util::RnMan&) [464]
-----------------------------------------------
                0.00    0.00       1/1           stride::SimBuilder::Build(std::shared_ptr<stride::Sim>, std::shared_ptr<stride::Population>) [19]
[465]    0.0    0.00    0.00       1         stride::DiseaseSeeder::DiseaseSeeder(boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, stride::util::RnMan&) [465]
-----------------------------------------------
                0.00    0.00       1/1           stride::SimBuilder::Build(std::shared_ptr<stride::Sim>, std::shared_ptr<stride::Population>) [19]
[466]    0.0    0.00    0.00       1         stride::ContactLogMode::ToMode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [466]
                0.00    0.00       4/4           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stride::ContactLogMode::Id>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stride::ContactLogMode::Id> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stride::ContactLogMode::Id> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stride::ContactLogMode::Id> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [356]
                0.00    0.00       3/3           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stride::ContactLogMode::Id>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stride::ContactLogMode::Id> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stride::ContactLogMode::Id> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [375]
-----------------------------------------------
                0.00    0.00       1/1           stride::SimBuilder::Build(std::shared_ptr<stride::Sim>, std::shared_ptr<stride::Population>) [19]
[467]    0.0    0.00    0.00       1         stride::PublicHealthAgency::Initialize(double) [467]
-----------------------------------------------
                0.00    0.00       1/1           stride::Sim::Create(boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::shared_ptr<stride::Population>, stride::util::RnMan&) [18]
[468]    0.0    0.00    0.00       1         stride::Sim::Sim(stride::util::RnMan&) [468]
-----------------------------------------------
                0.00    0.00       1/1           stride::ControlHelper::LogStartup() [82]
[469]    0.0    0.00    0.00       1         stride::util::ConfigInfo::GitRevision[abi:cxx11]() [469]
-----------------------------------------------
                0.00    0.00       1/1           stride::ControlHelper::CheckOutputPrefix() [124]
[470]    0.0    0.00    0.00       1         stride::util::FileSys::IsDirectoryString(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [470]
-----------------------------------------------
                0.00    0.00       1/1           stride::DiseaseSeeder::Vaccinate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, stride::util::SegmentedVector<stride::ContactPool, 512ul, true> const&) [23]
[471]    0.0    0.00    0.00       1         stride::util::ToLower(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [471]
-----------------------------------------------
                0.00    0.00       1/1           stride::ControlHelper::LogStartup() [82]
[472]    0.0    0.00    0.00       1         stride::util::TimeStamp::TimeStamp() [472]
-----------------------------------------------
                0.00    0.00       1/1           stride::viewers::InfectedFileViewer::Update(stride::sim_event::Id) [11]
[473]    0.0    0.00    0.00       1         stride::output::InfectedFile::Print(std::vector<unsigned int, std::allocator<unsigned int> > const&) [473]
-----------------------------------------------
                0.00    0.00       1/1           stride::ControlHelper::RegisterViewers(std::shared_ptr<stride::SimRunner>) [87]
[474]    0.0    0.00    0.00       1         stride::output::InfectedFile::InfectedFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [474]
                0.00    0.00       1/3           stride::util::FileSys::BuildPath(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [365]
-----------------------------------------------
                0.00    0.00       1/1           stride::ControlHelper::LogStartup() [82]
[475]    0.0    0.00    0.00       1         stride::util::TimeStamp::ToString[abi:cxx11]() const [475]
-----------------------------------------------
                0.00    0.00       1/1           std::back_insert_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > std::regex_replace<std::back_insert_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::regex_traits<char>, char>(std::back_insert_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> > const&, char const*, std::regex_constants::match_flag_type) [403]
[476]    0.0    0.00    0.00       1         std::back_insert_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > std::__cxx11::match_results<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::format<std::back_insert_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::back_insert_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, char const*, char const*, std::regex_constants::match_flag_type) const [476]
-----------------------------------------------
                0.00    0.00       1/1           stride::ControlHelper::InstallLogger() [98]
[477]    0.0    0.00    0.00       1         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, spdlog::level::level_enum>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, spdlog::level::level_enum> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_Hashtable<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, spdlog::level::level_enum> const*>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, spdlog::level::level_enum> const*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, spdlog::level::level_enum> const*, unsigned long, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::__detail::_Select1st const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, spdlog::level::level_enum> > const&) [477]
                0.00    0.00       7/64          std::_Function_handler<void (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&), stride::ControlHelper::CheckEnv()::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#1}>::_M_invoke(std::_Any_data const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [241]
-----------------------------------------------
                0.00    0.00       1/1           stride::ControlHelper::InstallLogger() [98]
[478]    0.0    0.00    0.00       1         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<spdlog::logger> >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::shared_ptr<spdlog::logger> > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&) [478]
-----------------------------------------------
                0.00    0.00       1/1           google::protobuf::MessageFactory::InternalRegisterGeneratedFile(char const*, void (*)(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)) [1391]
[479]    0.0    0.00    0.00       1         std::_Hashtable<char const*, std::pair<char const* const, void (*)(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)>, std::allocator<std::pair<char const* const, void (*)(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)> >, std::__detail::_Select1st, google::protobuf::streq, google::protobuf::hash<char const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&) [479]
-----------------------------------------------
                0.00    0.00       1/1           stride::ControlHelper::CheckEnv() [141]
[480]    0.0    0.00    0.00       1         std::_Function_base::_Base_manager<stride::ControlHelper::CheckEnv()::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<stride::ControlHelper::CheckEnv()::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#1}> const&, std::_Manager_operation) [480]
-----------------------------------------------
                0.00    0.00       1/1           spdlog::logger::_set_pattern(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, spdlog::pattern_time_type) [121]
[481]    0.0    0.00    0.00       1         std::_Sp_counted_ptr_inplace<spdlog::pattern_formatter, std::allocator<spdlog::pattern_formatter>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [481]
-----------------------------------------------
                0.00    0.00       1/1           std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [15]
[482]    0.0    0.00    0.00       1         std::_Sp_counted_ptr_inplace<spdlog::pattern_formatter, std::allocator<spdlog::pattern_formatter>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [482]
                0.00    0.00       1/1           spdlog::details::full_formatter::~full_formatter() [461]
-----------------------------------------------
                0.00    0.00       1/1           stride::util::LogUtils::CreateCliLogger(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [114]
[483]    0.0    0.00    0.00       1         std::_Sp_counted_ptr_inplace<spdlog::sinks::simple_file_sink<spdlog::details::null_mutex>, std::allocator<spdlog::sinks::simple_file_sink<spdlog::details::null_mutex> >, (__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) [483]
-----------------------------------------------
                0.00    0.00       1/1           stride::util::LogUtils::CreateRotatingLogger(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [107]
[484]    0.0    0.00    0.00       1         std::_Sp_counted_ptr_inplace<spdlog::sinks::rotating_file_sink<std::mutex>, std::allocator<spdlog::sinks::rotating_file_sink<std::mutex> >, (__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) [484]
-----------------------------------------------
                0.00    0.00       1/1           stride::util::LogUtils::CreateCliLogger(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [114]
[485]    0.0    0.00    0.00       1         std::_Sp_counted_ptr_inplace<spdlog::sinks::ansicolor_stdout_sink<spdlog::details::null_mutex>, std::allocator<spdlog::sinks::ansicolor_stdout_sink<spdlog::details::null_mutex> >, (__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) [485]
-----------------------------------------------
                0.00    0.00       1/1           stride::ControlHelper::RegisterViewers(std::shared_ptr<stride::SimRunner>) [87]
[486]    0.0    0.00    0.00       1         std::_Sp_counted_ptr_inplace<stride::viewers::InfectedFileViewer, std::allocator<stride::viewers::InfectedFileViewer>, (__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) [486]
-----------------------------------------------
                0.00    0.00       1/1           stride::SimBuilder::Build(std::shared_ptr<stride::Sim>, std::shared_ptr<stride::Population>) [19]
[487]    0.0    0.00    0.00       1         std::_Sp_counted_ptr_inplace<stride::Calendar, std::allocator<stride::Calendar>, (__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) [487]
-----------------------------------------------
                0.00    0.00       1/1           stride::SimController::Control() [4]
[488]    0.0    0.00    0.00       1         std::_Sp_counted_ptr_inplace<stride::SimRunner, std::allocator<stride::SimRunner>, (__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) [488]
-----------------------------------------------
                0.00    0.00       1/1           stride::Sim::Create(boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::shared_ptr<stride::Population>, stride::util::RnMan&) [18]
[489]    0.0    0.00    0.00       1         std::_Sp_counted_ptr_inplace<stride::Sim::Create(boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::shared_ptr<stride::Population>, stride::util::RnMan&)::make_shared_enabler, std::allocator<stride::Sim::Create(boost::property_tree::basic_ptree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::shared_ptr<stride::Population>, stride::util::RnMan&)::make_shared_enabler>, (__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) [489]
-----------------------------------------------
                0.00    0.00       1/1           std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_quantifier() [144]
[490]    0.0    0.00    0.00       1         std::deque<std::__detail::_StateSeq<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_StateSeq<std::__cxx11::regex_traits<char> > > >::push_back(std::__detail::_StateSeq<std::__cxx11::regex_traits<char> > const&) [490]
-----------------------------------------------
                0.00    0.00       1/1           stride::SimBuilder::Build(std::shared_ptr<stride::Sim>, std::shared_ptr<stride::Population>) [19]
[491]    0.0    0.00    0.00       1         void std::vector<stride::ContactHandler, std::allocator<stride::ContactHandler> >::_M_realloc_insert<stride::ContactHandler>(__gnu_cxx::__normal_iterator<stride::ContactHandler*, std::vector<stride::ContactHandler, std::allocator<stride::ContactHandler> > >, stride::ContactHandler&&) [491]
-----------------------------------------------
                0.00    0.00       1/1           TCLAP::CmdLine::parse(int, char const* const*) [99]
[492]    0.0    0.00    0.00       1         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [492]
-----------------------------------------------
                0.00    0.00       1/1           stride::util::LogUtils::CreateCliLogger(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [114]
[493]    0.0    0.00    0.00       1         std::vector<std::shared_ptr<spdlog::sinks::sink>, std::allocator<std::shared_ptr<spdlog::sinks::sink> > >::~vector() [493]
-----------------------------------------------
                0.00    0.00       1/1           boost::gregorian::date boost::date_time::parse_date<boost::gregorian::date>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [clone .constprop.255] [445]
[494]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::assign(char const*) [494]
-----------------------------------------------
                0.00    0.00       1/1           stride::util::FileSys::Initialize() [132]
[495]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [clone .constprop.690] [495]
-----------------------------------------------
                0.00    0.00       1/1           std::back_insert_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > std::regex_replace<std::back_insert_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::regex_traits<char>, char>(std::back_insert_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> > const&, char const*, std::regex_constants::match_flag_type) [403]
[496]    0.0    0.00    0.00       1         std::__cxx11::regex_iterator<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, char, std::__cxx11::regex_traits<char> >::operator++() [496]
                0.00    0.00       1/3           bool std::__detail::__regex_algo_impl<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, char, std::__cxx11::regex_traits<char>, (std::__detail::_RegexExecutorPolicy)0, false>(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::match_results<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >&, std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> > const&, std::regex_constants::match_flag_type) [376]
-----------------------------------------------
                0.00    0.00       1/1           stride::SimBuilder::Build(std::shared_ptr<stride::Sim>, std::shared_ptr<stride::Population>) [19]
[497]    0.0    0.00    0.00       1         std::_Rb_tree<std::tuple<stride::ContactLogMode::Id, bool>, std::pair<std::tuple<stride::ContactLogMode::Id, bool> const, void (*)(stride::ContactPool&, stride::AgeContactProfile const&, stride::TransmissionProfile const&, stride::ContactHandler&, unsigned short, std::shared_ptr<spdlog::logger>)>, std::_Select1st<std::pair<std::tuple<stride::ContactLogMode::Id, bool> const, void (*)(stride::ContactPool&, stride::AgeContactProfile const&, stride::TransmissionProfile const&, stride::ContactHandler&, unsigned short, std::shared_ptr<spdlog::logger>)> >, std::less<std::tuple<stride::ContactLogMode::Id, bool> >, std::allocator<std::pair<std::tuple<stride::ContactLogMode::Id, bool> const, void (*)(stride::ContactPool&, stride::AgeContactProfile const&, stride::TransmissionProfile const&, stride::ContactHandler&, unsigned short, std::shared_ptr<spdlog::logger>)> > >::_M_erase(std::_Rb_tree_node<std::pair<std::tuple<stride::ContactLogMode::Id, bool> const, void (*)(stride::ContactPool&, stride::AgeContactProfile const&, stride::TransmissionProfile const&, stride::ContactHandler&, unsigned short, std::shared_ptr<spdlog::logger>)> >*) [497]
-----------------------------------------------
                0.00    0.00       1/1           stride::util::FileSys::CreateDirectory(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [125]
[498]    0.0    0.00    0.00       1         bool std::__detail::__regex_algo_impl<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, char, std::__cxx11::regex_traits<char>, (std::__detail::_RegexExecutorPolicy)0, true>(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::match_results<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >&, std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> > const&, std::regex_constants::match_flag_type) [498]
                0.00    0.00       1/57          std::vector<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::operator=(std::vector<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > > const&) [245]
